# Wins,# Losses,# Ties
4133,2882,563
4133,2883,563
4134,2883,563
4135,2883,563
4135,2883,564
4136,2883,564
4137,2883,564
4138,2883,564
4139,2883,564
4140,2883,564
4141,2883,564
4141,2884,564
4141,2885,564
4142,2885,564
4143,2885,564
4143,2886,564
4144,2886,564
4145,2886,564
4145,2887,564
4146,2887,564
4147,2887,564
4147,2888,564
4148,2888,564
4149,2888,564
4150,2888,564
4151,2888,564
4152,2888,564
4153,2888,564
4153,2889,564
4153,2890,564
4154,2890,564
4154,2891,564
4154,2892,564
4155,2892,564
4155,2893,564
4156,2893,564
4156,2893,565
4156,2894,565
4157,2894,565
4157,2895,565
4158,2895,565
4159,2895,565
4160,2895,565
4161,2895,565
4162,2895,565
4163,2895,565
4164,2895,565
4165,2895,565
4165,2895,566
4165,2896,566
4166,2896,566
4167,2896,566
4168,2896,566
4169,2896,566
4169,2897,566
4169,2898,566
4169,2899,566
4169,2900,566
4170,2900,566
4171,2900,566
4172,2900,566
4173,2900,566
4173,2901,566
4173,2902,566
4174,2902,566
4174,2903,566
4175,2903,566
4175,2904,566
4176,2904,566
4176,2905,566
4177,2905,566
4178,2905,566
4179,2905,566
4180,2905,566
4181,2905,566
4182,2905,566
4182,2905,567
4183,2905,567
4183,2905,568
4184,2905,568
4185,2905,568
4185,2906,568
4186,2906,568
4186,2907,568
4187,2907,568
4188,2907,568
4189,2907,568
4189,2908,568
4190,2908,568
4190,2909,568
4190,2910,568
4190,2911,568
4191,2911,568
4191,2912,568
4192,2912,568
4193,2912,568
4193,2913,568
4193,2914,568
4193,2915,568
4194,2915,568
4195,2915,568
4196,2915,568
4197,2915,568
4198,2915,568
4198,2916,568
4199,2916,568
4199,2917,568
4200,2917,568
4201,2917,568
4202,2917,568
4202,2918,568
4202,2919,568
4202,2920,568
4203,2920,568
4203,2921,568
4203,2922,568
4203,2923,568
4204,2923,568
4205,2923,568
4206,2923,568
4207,2923,568
4208,2923,568
4209,2923,568
4209,2924,568
4210,2924,568
4210,2925,568
4211,2925,568
4212,2925,568
4213,2925,568
4214,2925,568
4215,2925,568
4215,2926,568
4216,2926,568
4216,2927,568
4216,2927,569
4216,2928,569
4216,2929,569
4216,2929,570
4217,2929,570
4217,2930,570
4217,2931,570
4218,2931,570
4219,2931,570
4219,2931,571
4220,2931,571
4220,2932,571
4221,2932,571
4222,2932,571
4223,2932,571
4223,2933,571
4224,2933,571
4224,2934,571
4224,2935,571
4224,2936,571
4224,2937,571
4225,2937,571
4225,2938,571
4225,2939,571
4225,2940,571
4226,2940,571
4226,2941,571
4227,2941,571
4227,2942,571
4228,2942,571
4228,2943,571
4228,2944,571
4228,2945,571
4229,2945,571
4230,2945,571
4231,2945,571
4231,2946,571
4231,2947,571
4231,2948,571
4232,2948,571
4233,2948,571
4234,2948,571
4235,2948,571
4236,2948,571
4237,2948,571
4237,2949,571
4238,2949,571
4238,2950,571
4238,2951,571
4239,2951,571
4240,2951,571
4240,2952,571
4240,2953,571
4241,2953,571
4241,2954,571
4241,2955,571
4241,2956,571
4241,2957,571
4241,2958,571
4242,2958,571
4243,2958,571
4243,2959,571
4243,2960,571
4244,2960,571
4245,2960,571
4245,2961,571
4245,2962,571
4245,2963,571
4245,2964,571
4246,2964,571
4247,2964,571
4247,2965,571
4247,2966,571
4248,2966,571
4248,2967,571
4249,2967,571
4249,2968,571
4249,2969,571
4250,2969,571
4251,2969,571
4251,2970,571
4252,2970,571
4252,2971,571
4253,2971,571
4253,2972,571
4254,2972,571
4255,2972,571
4256,2972,571
4256,2973,571
4257,2973,571
4257,2974,571
4258,2974,571
4258,2975,571
4258,2976,571
4258,2977,571
4259,2977,571
4260,2977,571
4260,2978,571
4261,2978,571
4261,2979,571
4262,2979,571
4263,2979,571
4263,2979,572
4264,2979,572
4265,2979,572
4266,2979,572
4267,2979,572
4268,2979,572
4268,2980,572
4269,2980,572
4269,2981,572
4270,2981,572
4271,2981,572
4271,2982,572
4271,2983,572
4272,2983,572
4272,2984,572
4272,2985,572
4272,2986,572
4273,2986,572
4273,2987,572
4274,2987,572
4275,2987,572
4276,2987,572
4277,2987,572
4277,2988,572
4277,2988,573
4277,2989,573
4277,2990,573
4277,2991,573
4277,2992,573
4278,2992,573
4279,2992,573
4280,2992,573
4281,2992,573
4281,2993,573
4281,2994,573
4282,2994,573
4283,2994,573
4284,2994,573
4284,2995,573
4285,2995,573
4286,2995,573
4287,2995,573
4288,2995,573
4289,2995,573
4290,2995,573
4291,2995,573
4292,2995,573
4293,2995,573
4294,2995,573
4295,2995,573
4296,2995,573
4296,2996,573
4297,2996,573
4298,2996,573
4299,2996,573
4300,2996,573
4301,2996,573
4301,2997,573
4302,2997,573
4302,2998,573
4303,2998,573
4303,2999,573
4303,3000,573
4304,3000,573
4305,3000,573
4306,3000,573
4307,3000,573
4307,3001,573
4307,3002,573
4308,3002,573
4309,3002,573
4310,3002,573
4310,3002,574
4311,3002,574
4312,3002,574
4313,3002,574
4313,3003,574
4314,3003,574
4314,3004,574
4314,3004,575
4314,3005,575
4315,3005,575
4315,3006,575
4315,3007,575
4316,3007,575
4317,3007,575
4318,3007,575
4318,3008,575
4319,3008,575
4320,3008,575
4320,3008,576
4320,3009,576
4320,3009,577
4321,3009,577
4321,3009,578
4322,3009,578
4322,3009,579
4322,3009,580
4322,3010,580
4322,3010,581
4322,3010,582
4322,3011,582
4322,3012,582
4322,3012,583
4322,3013,583
4323,3013,583
4323,3014,583
4323,3015,583
4323,3016,583
4324,3016,583
4325,3016,583
4326,3016,583
4326,3017,583
4326,3018,583
4326,3019,583
4326,3020,583
4326,3020,584
4326,3021,584
4326,3022,584
4326,3023,584
4327,3023,584
4327,3024,584
4327,3025,584
4328,3025,584
4329,3025,584
4330,3025,584
4331,3025,584
4332,3025,584
4332,3026,584
4333,3026,584
4333,3027,584
4333,3028,584
4334,3028,584
4335,3028,584
4336,3028,584
4336,3029,584
4336,3030,584
4336,3031,584
4337,3031,584
4338,3031,584
4339,3031,584
4340,3031,584
4340,3032,584
4340,3033,584
4340,3034,584
4341,3034,584
4341,3035,584
4342,3035,584
4343,3035,584
4343,3035,585
4343,3036,585
4343,3037,585
4343,3038,585
4344,3038,585
4345,3038,585
4346,3038,585
4347,3038,585
4347,3039,585
4348,3039,585
4348,3040,585
4348,3041,585
4349,3041,585
4349,3042,585
4349,3043,585
4349,3044,585
4349,3045,585
4349,3045,586
4349,3046,586
4350,3046,586
4350,3047,586
4350,3047,587
4351,3047,587
4351,3048,587
4352,3048,587
4352,3049,587
4352,3050,587
4352,3051,587
4353,3051,587
4353,3052,587
4354,3052,587
4354,3053,587
4355,3053,587
4355,3054,587
4356,3054,587
4357,3054,587
4357,3055,587
4358,3055,587
4358,3056,587
4358,3056,588
4359,3056,588
4360,3056,588
4360,3057,588
4361,3057,588
4362,3057,588
4363,3057,588
4363,3058,588
4364,3058,588
4365,3058,588
4365,3059,588
4365,3060,588
4366,3060,588
4367,3060,588
4367,3061,588
4368,3061,588
4368,3062,588
4368,3062,589
4369,3062,589
4369,3063,589
4369,3064,589
4370,3064,589
4371,3064,589
4371,3065,589
4371,3066,589
4372,3066,589
4373,3066,589
4374,3066,589
4374,3067,589
4374,3068,589
4374,3069,589
4375,3069,589
4376,3069,589
4376,3070,589
4377,3070,589
4377,3071,589
4377,3072,589
4378,3072,589
4378,3073,589
4379,3073,589
4380,3073,589
4380,3074,589
4381,3074,589
4382,3074,589
4383,3074,589
4384,3074,589
4384,3075,589
4385,3075,589
4386,3075,589
4386,3076,589
4387,3076,589
4388,3076,589
4388,3077,589
4389,3077,589
4390,3077,589
4390,3078,589
4390,3079,589
4391,3079,589
4392,3079,589
4393,3079,589
4394,3079,589
4395,3079,589
4396,3079,589
4396,3080,589
4396,3081,589
4396,3082,589
4396,3083,589
4397,3083,589
4398,3083,589
4399,3083,589
4400,3083,589
4400,3084,589
4400,3085,589
4400,3086,589
4400,3087,589
4401,3087,589
4402,3087,589
4403,3087,589
4404,3087,589
4404,3088,589
4404,3089,589
4405,3089,589
4406,3089,589
4407,3089,589
4407,3090,589
4408,3090,589
4409,3090,589
4410,3090,589
4410,3091,589
4411,3091,589
4412,3091,589
4412,3092,589
4413,3092,589
4414,3092,589
4415,3092,589
4416,3092,589
4417,3092,589
4417,3093,589
4418,3093,589
4418,3094,589
4419,3094,589
4420,3094,589
4421,3094,589
4421,3095,589
4421,3096,589
4421,3097,589
4422,3097,589
4423,3097,589
4424,3097,589
4424,3098,589
4425,3098,589
4426,3098,589
4427,3098,589
4428,3098,589
4428,3098,590
4428,3098,591
4428,3099,591
4428,3100,591
4428,3101,591
4429,3101,591
4429,3102,591
4430,3102,591
4431,3102,591
4432,3102,591
4433,3102,591
4433,3103,591
4434,3103,591
4435,3103,591
4436,3103,591
4437,3103,591
4438,3103,591
4439,3103,591
4440,3103,591
4441,3103,591
4442,3103,591
4443,3103,591
4443,3103,592
4444,3103,592
4444,3103,593
4444,3104,593
4445,3104,593
4445,3105,593
4446,3105,593
4446,3106,593
4446,3107,593
4447,3107,593
4448,3107,593
4448,3108,593
4449,3108,593
4450,3108,593
4451,3108,593
4451,3108,594
4452,3108,594
4452,3109,594
4453,3109,594
4454,3109,594
4455,3109,594
4456,3109,594
4456,3109,595
4457,3109,595
4458,3109,595
4459,3109,595
4460,3109,595
4460,3110,595
4461,3110,595
4461,3111,595
4462,3111,595
4463,3111,595
4464,3111,595
4465,3111,595
4466,3111,595
4467,3111,595
4467,3112,595
4468,3112,595
4469,3112,595
4469,3113,595
4469,3114,595
4470,3114,595
4471,3114,595
4471,3115,595
4471,3115,596
4471,3116,596
4472,3116,596
4473,3116,596
4474,3116,596
4474,3117,596
4474,3118,596
4474,3119,596
4475,3119,596
4476,3119,596
4477,3119,596
4477,3120,596
4477,3121,596
4478,3121,596
4479,3121,596
4479,3122,596
4479,3123,596
4480,3123,596
4481,3123,596
4481,3124,596
4481,3124,597
4481,3125,597
4481,3126,597
4482,3126,597
4483,3126,597
4484,3126,597
4485,3126,597
4485,3127,597
4486,3127,597
4486,3128,597
4486,3129,597
4487,3129,597
4488,3129,597
4489,3129,597
4489,3129,598
4489,3130,598
4489,3131,598
4490,3131,598
4491,3131,598
4492,3131,598
4493,3131,598
4494,3131,598
4494,3131,599
4495,3131,599
4496,3131,599
4496,3132,599
4497,3132,599
4497,3133,599
4497,3134,599
4498,3134,599
4499,3134,599
4500,3134,599
4500,3135,599
4500,3136,599
4500,3137,599
4500,3138,599
4501,3138,599
4502,3138,599
4503,3138,599
4503,3139,599
4503,3140,599
4503,3141,599
4504,3141,599
4505,3141,599
4505,3142,599
4506,3142,599
4506,3143,599
4506,3144,599
4507,3144,599
4508,3144,599
4508,3145,599
4508,3146,599
4509,3146,599
4510,3146,599
4511,3146,599
4512,3146,599
4513,3146,599
4513,3147,599
4514,3147,599
4514,3147,600
4515,3147,600
4515,3148,600
4516,3148,600
4517,3148,600
4518,3148,600
4519,3148,600
4520,3148,600
4521,3148,600
4522,3148,600
4522,3149,600
4523,3149,600
4523,3149,601
4523,3150,601
4524,3150,601
4525,3150,601
4526,3150,601
4526,3151,601
4526,3152,601
4527,3152,601
4527,3153,601
4527,3154,601
4527,3155,601
4527,3156,601
4528,3156,601
4529,3156,601
4530,3156,601
4530,3156,602
4531,3156,602
4531,3157,602
4532,3157,602
4532,3158,602
4533,3158,602
4534,3158,602
4535,3158,602
4535,3159,602
4536,3159,602
4537,3159,602
4538,3159,602
4539,3159,602
4539,3160,602
4539,3161,602
4540,3161,602
4541,3161,602
4541,3162,602
4541,3163,602
4541,3164,602
4541,3165,602
4541,3166,602
4542,3166,602
4542,3167,602
4542,3168,602
4542,3168,603
4543,3168,603
4543,3169,603
4544,3169,603
4545,3169,603
4545,3169,604
4545,3170,604
4545,3171,604
4546,3171,604
4546,3171,605
4547,3171,605
4548,3171,605
4548,3172,605
4549,3172,605
4549,3172,606
4549,3173,606
4550,3173,606
4551,3173,606
4552,3173,606
4553,3173,606
4553,3174,606
4554,3174,606
4555,3174,606
4556,3174,606
4557,3174,606
4558,3174,606
4558,3175,606
4558,3176,606
4559,3176,606
4560,3176,606
4561,3176,606
4561,3177,606
4562,3177,606
4563,3177,606
4563,3178,606
4564,3178,606
4564,3178,607
4565,3178,607
4566,3178,607
4566,3179,607
4566,3180,607
4567,3180,607
4567,3180,608
4567,3181,608
4568,3181,608
4569,3181,608
4569,3182,608
4570,3182,608
4571,3182,608
4571,3183,608
4571,3183,609
4572,3183,609
4572,3183,610
4572,3184,610
4573,3184,610
4574,3184,610
4575,3184,610
4576,3184,610
4576,3184,611
4577,3184,611
4577,3184,612
4577,3185,612
4577,3185,613
4577,3186,613
4578,3186,613
4578,3187,613
4579,3187,613
4580,3187,613
4581,3187,613
4581,3188,613
4582,3188,613
4582,3189,613
4583,3189,613
4583,3190,613
4583,3191,613
4583,3192,613
4583,3193,613
4584,3193,613
4585,3193,613
4585,3194,613
4585,3195,613
4585,3195,614
4585,3196,614
4585,3197,614
4586,3197,614
4586,3198,614
4587,3198,614
4588,3198,614
4589,3198,614
4589,3199,614
4589,3200,614
4590,3200,614
4590,3201,614
4590,3202,614
4591,3202,614
4592,3202,614
4592,3202,615
4592,3203,615
4593,3203,615
4593,3204,615
4593,3205,615
4593,3206,615
4593,3207,615
4593,3208,615
4594,3208,615
4595,3208,615
4595,3209,615
4596,3209,615
4596,3210,615
4596,3211,615
4597,3211,615
4598,3211,615
4599,3211,615
4600,3211,615
4600,3212,615
4601,3212,615
4602,3212,615
4602,3213,615
4602,3214,615
4603,3214,615
4604,3214,615
4604,3215,615
4604,3216,615
4604,3217,615
4605,3217,615
4605,3218,615
4606,3218,615
4607,3218,615
4608,3218,615
4609,3218,615
4610,3218,615
4610,3219,615
4610,3220,615
4611,3220,615
4611,3221,615
4611,3222,615
4611,3223,615
4612,3223,615
4613,3223,615
4613,3224,615
4614,3224,615
4615,3224,615
4616,3224,615
4617,3224,615
4618,3224,615
4619,3224,615
4619,3225,615
4620,3225,615
4621,3225,615
4621,3226,615
4621,3227,615
4622,3227,615
4623,3227,615
4623,3228,615
4624,3228,615
4625,3228,615
4626,3228,615
4627,3228,615
4627,3229,615
4628,3229,615
4629,3229,615
4629,3230,615
4629,3231,615
4629,3232,615
4629,3233,615
4630,3233,615
4631,3233,615
4632,3233,615
4633,3233,615
4633,3234,615
4633,3235,615
4633,3236,615
4633,3237,615
4633,3237,616
4634,3237,616
4634,3238,616
4634,3238,617
4635,3238,617
4635,3239,617
4635,3240,617
4635,3241,617
4635,3242,617
4635,3243,617
4636,3243,617
4637,3243,617
4638,3243,617
4639,3243,617
4640,3243,617
4640,3243,618
4640,3244,618
4641,3244,618
4642,3244,618
4643,3244,618
4644,3244,618
4644,3245,618
4644,3246,618
4644,3247,618
4645,3247,618
4646,3247,618
4647,3247,618
4647,3248,618
4648,3248,618
4648,3249,618
4648,3250,618
4649,3250,618
4649,3251,618
4649,3252,618
4650,3252,618
4650,3253,618
4650,3253,619
4651,3253,619
4651,3254,619
4652,3254,619
4653,3254,619
4653,3255,619
4653,3256,619
4653,3256,620
4653,3257,620
4653,3258,620
4654,3258,620
4654,3259,620
4655,3259,620
4656,3259,620
4656,3259,621
4656,3260,621
4656,3261,621
4657,3261,621
4657,3262,621
4657,3263,621
4658,3263,621
4659,3263,621
4660,3263,621
4661,3263,621
4661,3264,621
4662,3264,621
4663,3264,621
4663,3265,621
4664,3265,621
4664,3266,621
4664,3267,621
4664,3267,622
4665,3267,622
4665,3268,622
4666,3268,622
4666,3269,622
4666,3269,623
4667,3269,623
4668,3269,623
4668,3270,623
4668,3270,624
4668,3271,624
4668,3271,625
4669,3271,625
4669,3272,625
4669,3273,625
4670,3273,625
4671,3273,625
4671,3274,625
4671,3275,625
4671,3276,625
4672,3276,625
4673,3276,625
4673,3277,625
4673,3278,625
4674,3278,625
4675,3278,625
4675,3279,625
4676,3279,625
4677,3279,625
4678,3279,625
4679,3279,625
4679,3280,625
4679,3281,625
4680,3281,625
4681,3281,625
4681,3282,625
4681,3283,625
4681,3283,626
4681,3283,627
4681,3284,627
4681,3285,627
4681,3286,627
4681,3287,627
4682,3287,627
4682,3288,627
4682,3289,627
4683,3289,627
4684,3289,627
4685,3289,627
4686,3289,627
4687,3289,627
4688,3289,627
4689,3289,627
4689,3290,627
4690,3290,627
4690,3291,627
4690,3292,627
4691,3292,627
4692,3292,627
4692,3293,627
4693,3293,627
4694,3293,627
4695,3293,627
4696,3293,627
4697,3293,627
4698,3293,627
4699,3293,627
4700,3293,627
4701,3293,627
4702,3293,627
4702,3293,628
4702,3294,628
4703,3294,628
4703,3295,628
4704,3295,628
4704,3296,628
4705,3296,628
4706,3296,628
4707,3296,628
4707,3297,628
4708,3297,628
4708,3298,628
4708,3299,628
4708,3300,628
4709,3300,628
4710,3300,628
4711,3300,628
4712,3300,628
4713,3300,628
4714,3300,628
4714,3301,628
4714,3302,628
4714,3303,628
4715,3303,628
4715,3304,628
4716,3304,628
4716,3305,628
4716,3306,628
4717,3306,628
4717,3306,629
4718,3306,629
4718,3307,629
4719,3307,629
4719,3308,629
4720,3308,629
4721,3308,629
4721,3309,629
4721,3310,629
4722,3310,629
4723,3310,629
4724,3310,629
4725,3310,629
4726,3310,629
4727,3310,629
4728,3310,629
4729,3310,629
4730,3310,629
4731,3310,629
4731,3311,629
4731,3312,629
4731,3313,629
4731,3314,629
4732,3314,629
4733,3314,629
4733,3315,629
4733,3315,630
4733,3316,630
4734,3316,630
4735,3316,630
4735,3317,630
4736,3317,630
4736,3318,630
4737,3318,630
4737,3319,630
4737,3320,630
4738,3320,630
4738,3321,630
4739,3321,630
4739,3322,630
4740,3322,630
4741,3322,630
4741,3323,630
4742,3323,630
4743,3323,630
4743,3323,631
4744,3323,631
4744,3324,631
4745,3324,631
4746,3324,631
4747,3324,631
4747,3325,631
4747,3326,631
4748,3326,631
4749,3326,631
4750,3326,631
4750,3327,631
4751,3327,631
4751,3328,631
4752,3328,631
4752,3329,631
4753,3329,631
4754,3329,631
4754,3330,631
4754,3331,631
4754,3332,631
4755,3332,631
4755,3332,632
4756,3332,632
4756,3333,632
4757,3333,632
4758,3333,632
4758,3334,632
4758,3335,632
4759,3335,632
4759,3336,632
4760,3336,632
4761,3336,632
4762,3336,632
4763,3336,632
4763,3337,632
4764,3337,632
4764,3338,632
4765,3338,632
4765,3339,632
4766,3339,632
4767,3339,632
4767,3340,632
4767,3340,633
4767,3340,634
4768,3340,634
4769,3340,634
4770,3340,634
4770,3341,634
4771,3341,634
4771,3341,635
4772,3341,635
4773,3341,635
4773,3342,635
4774,3342,635
4775,3342,635
4776,3342,635
4776,3343,635
4776,3344,635
4777,3344,635
4778,3344,635
4778,3345,635
4779,3345,635
4779,3346,635
4779,3347,635
4779,3348,635
4780,3348,635
4781,3348,635
4781,3349,635
4782,3349,635
4783,3349,635
4783,3349,636
4784,3349,636
4784,3349,637
4784,3350,637
4785,3350,637
4785,3351,637
4785,3352,637
4786,3352,637
4787,3352,637
4787,3352,638
4788,3352,638
4789,3352,638
4790,3352,638
4791,3352,638
4791,3353,638
4791,3354,638
4791,3355,638
4792,3355,638
4793,3355,638
4793,3356,638
4794,3356,638
4795,3356,638
4795,3356,639
4795,3356,640
4795,3356,641
4796,3356,641
4797,3356,641
4797,3357,641
4797,3357,642
4797,3358,642
4798,3358,642
4799,3358,642
4799,3359,642
4799,3360,642
4800,3360,642
4801,3360,642
4801,3361,642
4802,3361,642
4803,3361,642
4803,3362,642
4803,3363,642
4804,3363,642
4804,3364,642
4805,3364,642
4805,3365,642
4806,3365,642
4807,3365,642
4807,3366,642
4808,3366,642
4809,3366,642
4809,3367,642
4809,3368,642
4809,3369,642
4810,3369,642
4811,3369,642
4811,3370,642
4812,3370,642
4813,3370,642
4814,3370,642
4814,3371,642
4815,3371,642
4815,3372,642
4816,3372,642
4817,3372,642
4817,3373,642
4817,3374,642
4817,3375,642
4817,3376,642
4818,3376,642
4819,3376,642
4820,3376,642
4820,3377,642
4821,3377,642
4821,3378,642
4821,3379,642
4821,3380,642
4822,3380,642
4823,3380,642
4823,3381,642
4823,3382,642
4824,3382,642
4824,3383,642
4825,3383,642
4826,3383,642
4827,3383,642
4828,3383,642
4829,3383,642
4830,3383,642
4831,3383,642
4832,3383,642
4833,3383,642
4833,3384,642
4834,3384,642
4835,3384,642
4835,3385,642
4836,3385,642
4837,3385,642
4838,3385,642
4839,3385,642
4840,3385,642
4841,3385,642
4842,3385,642
4843,3385,642
4844,3385,642
4845,3385,642
4846,3385,642
4846,3386,642
4847,3386,642
4848,3386,642
4848,3387,642
4848,3388,642
4848,3389,642
4848,3390,642
4849,3390,642
4850,3390,642
4850,3390,643
4850,3391,643
4851,3391,643
4852,3391,643
4852,3391,644
4853,3391,644
4854,3391,644
4855,3391,644
4856,3391,644
4857,3391,644
4858,3391,644
4858,3392,644
4858,3393,644
4858,3394,644
4859,3394,644
4860,3394,644
4860,3395,644
4861,3395,644
4861,3396,644
4862,3396,644
4863,3396,644
4864,3396,644
4865,3396,644
4865,3397,644
4866,3397,644
4866,3398,644
4867,3398,644
4868,3398,644
4869,3398,644
4870,3398,644
4870,3398,645
4871,3398,645
4871,3399,645
4871,3400,645
4871,3401,645
4871,3402,645
4872,3402,645
4873,3402,645
4874,3402,645
4875,3402,645
4875,3403,645
4876,3403,645
4876,3403,646
4877,3403,646
4877,3404,646
4877,3405,646
4877,3406,646
4878,3406,646
4878,3407,646
4878,3407,647
4878,3407,648
4879,3407,648
4879,3408,648
4880,3408,648
4881,3408,648
4881,3409,648
4882,3409,648
4883,3409,648
4884,3409,648
4885,3409,648
4886,3409,648
4887,3409,648
4887,3410,648
4888,3410,648
4888,3411,648
4888,3412,648
4889,3412,648
4889,3413,648
4890,3413,648
4890,3414,648
4891,3414,648
4892,3414,648
4893,3414,648
4894,3414,648
4895,3414,648
4896,3414,648
4896,3415,648
4897,3415,648
4897,3416,648
4897,3417,648
4898,3417,648
4899,3417,648
4899,3418,648
4899,3419,648
4899,3420,648
4899,3421,648
4900,3421,648
4901,3421,648
4902,3421,648
4902,3422,648
4903,3422,648
4903,3423,648
4903,3424,648
4903,3425,648
4904,3425,648
4905,3425,648
4906,3425,648
4906,3426,648
4907,3426,648
4908,3426,648
4908,3427,648
4909,3427,648
4910,3427,648
4910,3428,648
4910,3429,648
4911,3429,648
4911,3430,648
4911,3431,648
4912,3431,648
4913,3431,648
4914,3431,648
4914,3432,648
4915,3432,648
4915,3433,648
4916,3433,648
4916,3434,648
4916,3435,648
4916,3436,648
4917,3436,648
4918,3436,648
4919,3436,648
4920,3436,648
4920,3437,648
4921,3437,648
4922,3437,648
4923,3437,648
4923,3438,648
4923,3439,648
4923,3440,648
4923,3441,648
4924,3441,648
4925,3441,648
4926,3441,648
4927,3441,648
4928,3441,648
4929,3441,648
4930,3441,648
4931,3441,648
4931,3442,648
4932,3442,648
4933,3442,648
4934,3442,648
4934,3443,648
4935,3443,648
4936,3443,648
4937,3443,648
4938,3443,648
4938,3444,648
4938,3445,648
4938,3446,648
4938,3447,648
4938,3448,648
4938,3449,648
4939,3449,648
4940,3449,648
4940,3450,648
4940,3451,648
4940,3452,648
4941,3452,648
4941,3452,649
4941,3453,649
4942,3453,649
4942,3453,650
4943,3453,650
4943,3454,650
4944,3454,650
4944,3455,650
4944,3455,651
4945,3455,651
4946,3455,651
4946,3456,651
4947,3456,651
4948,3456,651
4949,3456,651
4949,3457,651
4949,3458,651
4950,3458,651
4950,3459,651
4951,3459,651
4951,3460,651
4951,3461,651
4951,3462,651
4952,3462,651
4953,3462,651
4953,3463,651
4953,3464,651
4953,3465,651
4954,3465,651
4955,3465,651
4955,3466,651
4955,3467,651
4955,3468,651
4956,3468,651
4956,3469,651
4957,3469,651
4958,3469,651
4959,3469,651
4960,3469,651
4960,3470,651
4961,3470,651
4961,3471,651
4962,3471,651
4962,3472,651
4963,3472,651
4964,3472,651
4965,3472,651
4965,3473,651
4966,3473,651
4966,3474,651
4967,3474,651
4968,3474,651
4968,3475,651
4968,3476,651
4968,3477,651
4968,3478,651
4968,3479,651
4969,3479,651
4969,3480,651
4969,3481,651
4970,3481,651
4971,3481,651
4972,3481,651
4973,3481,651
4974,3481,651
4975,3481,651
4975,3482,651
4975,3483,651
4975,3484,651
4976,3484,651
4976,3485,651
4977,3485,651
4978,3485,651
4979,3485,651
4980,3485,651
4980,3486,651
4981,3486,651
4981,3487,651
4981,3488,651
4982,3488,651
4983,3488,651
4984,3488,651
4985,3488,651
4986,3488,651
4987,3488,651
4988,3488,651
4988,3488,652
4989,3488,652
4990,3488,652
4991,3488,652
4992,3488,652
4993,3488,652
4994,3488,652
4994,3489,652
4995,3489,652
4996,3489,652
4996,3489,653
4996,3490,653
4997,3490,653
4998,3490,653
4999,3490,653
5000,3490,653
5001,3490,653
5002,3490,653
5003,3490,653
5003,3491,653
5003,3492,653
5004,3492,653
5005,3492,653
5006,3492,653
5006,3493,653
5007,3493,653
5007,3494,653
5008,3494,653
5009,3494,653
5010,3494,653
5010,3495,653
5010,3496,653
5011,3496,653
5012,3496,653
5012,3497,653
5013,3497,653
5013,3498,653
5013,3499,653
5013,3499,654
5013,3499,655
5014,3499,655
5015,3499,655
5016,3499,655
5016,3500,655
5016,3500,656
5016,3501,656
5017,3501,656
5018,3501,656
5019,3501,656
5019,3502,656
5019,3503,656
5019,3504,656
5019,3505,656
5019,3506,656
5019,3507,656
5020,3507,656
5021,3507,656
5022,3507,656
5023,3507,656
5024,3507,656
5024,3508,656
5024,3509,656
5024,3510,656
5025,3510,656
5025,3511,656
5026,3511,656
5027,3511,656
5027,3512,656
5028,3512,656
5029,3512,656
5029,3513,656
5029,3513,657
5030,3513,657
5031,3513,657
5032,3513,657
5033,3513,657
5033,3514,657
5034,3514,657
5035,3514,657
5036,3514,657
5036,3514,658
5037,3514,658
5037,3515,658
5037,3516,658
5037,3517,658
5038,3517,658
5038,3518,658
5038,3519,658
5039,3519,658
5040,3519,658
5040,3520,658
5040,3520,659
5041,3520,659
5042,3520,659
5042,3521,659
5042,3521,660
5042,3522,660
5042,3523,660
5042,3524,660
5042,3525,660
5042,3526,660
5043,3526,660
5044,3526,660
5044,3527,660
5044,3527,661
5044,3528,661
5045,3528,661
5046,3528,661
5047,3528,661
5048,3528,661
5049,3528,661
5050,3528,661
5051,3528,661
5052,3528,661
5053,3528,661
5054,3528,661
5054,3528,662
5054,3528,663
5054,3528,664
5055,3528,664
5055,3529,664
5056,3529,664
5057,3529,664
5057,3529,665
5057,3529,666
5057,3530,666
5058,3530,666
5059,3530,666
5059,3531,666
5059,3531,667
5060,3531,667
5060,3531,668
5060,3532,668
5061,3532,668
5062,3532,668
5063,3532,668
5063,3533,668
5063,3534,668
5063,3535,668
5064,3535,668
5065,3535,668
5065,3536,668
5066,3536,668
5066,3537,668
5066,3538,668
5067,3538,668
5067,3539,668
5067,3540,668
5068,3540,668
5069,3540,668
5069,3541,668
5070,3541,668
5070,3542,668
5071,3542,668
5071,3543,668
5072,3543,668
5073,3543,668
5074,3543,668
5075,3543,668
5075,3544,668
5076,3544,668
5077,3544,668
5077,3544,669
5078,3544,669
5078,3545,669
5079,3545,669
5079,3546,669
5079,3546,670
5080,3546,670
5080,3547,670
5081,3547,670
5081,3548,670
5081,3549,670
5081,3549,671
5081,3550,671
5081,3551,671
5082,3551,671
5082,3551,672
5082,3552,672
5083,3552,672
5084,3552,672
5085,3552,672
5086,3552,672
5087,3552,672
5088,3552,672
5088,3553,672
5089,3553,672
5089,3554,672
5090,3554,672
5090,3555,672
5090,3555,673
5090,3556,673
5090,3557,673
5090,3558,673
5090,3559,673
5091,3559,673
5091,3560,673
5091,3561,673
