# Wins,# Losses,# Ties
2282,1458,342
2283,1458,342
2283,1459,342
2283,1460,342
2284,1460,342
2285,1460,342
2286,1460,342
2286,1461,342
2287,1461,342
2288,1461,342
2288,1462,342
2288,1463,342
2288,1464,342
2289,1464,342
2290,1464,342
2290,1465,342
2291,1465,342
2292,1465,342
2293,1465,342
2294,1465,342
2294,1466,342
2295,1466,342
2295,1467,342
2296,1467,342
2297,1467,342
2297,1468,342
2297,1468,343
2297,1469,343
2298,1469,343
2298,1470,343
2298,1471,343
2298,1472,343
2298,1473,343
2299,1473,343
2300,1473,343
2301,1473,343
2302,1473,343
2303,1473,343
2304,1473,343
2304,1474,343
2304,1475,343
2305,1475,343
2305,1476,343
2305,1477,343
2306,1477,343
2307,1477,343
2307,1478,343
2307,1479,343
2307,1480,343
2308,1480,343
2309,1480,343
2310,1480,343
2311,1480,343
2312,1480,343
2313,1480,343
2314,1480,343
2314,1481,343
2314,1481,344
2315,1481,344
2316,1481,344
2316,1482,344
2317,1482,344
2317,1483,344
2318,1483,344
2319,1483,344
2319,1484,344
2319,1485,344
2320,1485,344
2320,1486,344
2320,1487,344
2320,1487,345
2321,1487,345
2321,1487,346
2321,1488,346
2321,1489,346
2322,1489,346
2322,1490,346
2322,1490,347
2322,1491,347
2323,1491,347
2324,1491,347
2325,1491,347
2325,1491,348
2326,1491,348
2326,1492,348
2327,1492,348
2327,1493,348
2328,1493,348
2328,1494,348
2329,1494,348
2329,1495,348
2330,1495,348
2330,1496,348
2330,1496,349
2330,1497,349
2330,1498,349
2331,1498,349
2332,1498,349
2333,1498,349
2334,1498,349
2335,1498,349
2335,1499,349
2336,1499,349
2336,1500,349
2336,1501,349
2336,1502,349
2337,1502,349
2338,1502,349
2339,1502,349
2339,1503,349
2339,1503,350
2340,1503,350
2340,1504,350
2341,1504,350
2341,1505,350
2342,1505,350
2342,1506,350
2342,1507,350
2342,1508,350
2343,1508,350
2344,1508,350
2344,1509,350
2344,1510,350
2345,1510,350
2346,1510,350
2347,1510,350
2348,1510,350
2348,1511,350
2348,1512,350
2349,1512,350
2350,1512,350
2350,1513,350
2351,1513,350
2351,1514,350
2352,1514,350
2353,1514,350
2353,1515,350
2353,1516,350
2354,1516,350
2355,1516,350
2356,1516,350
2357,1516,350
2358,1516,350
2359,1516,350
2360,1516,350
2361,1516,350
2362,1516,350
2363,1516,350
2363,1517,350
2363,1518,350
2363,1519,350
2364,1519,350
2364,1520,350
2364,1521,350
2365,1521,350
2365,1522,350
2366,1522,350
2367,1522,350
2368,1522,350
2369,1522,350
2370,1522,350
2370,1523,350
2371,1523,350
2371,1524,350
2372,1524,350
2373,1524,350
2374,1524,350
2375,1524,350
2376,1524,350
2376,1525,350
2376,1526,350
2376,1527,350
2377,1527,350
2378,1527,350
2378,1528,350
2379,1528,350
2380,1528,350
2380,1529,350
2381,1529,350
2381,1530,350
2382,1530,350
2383,1530,350
2383,1531,350
2384,1531,350
2385,1531,350
2385,1531,351
2386,1531,351
2387,1531,351
2387,1532,351
2387,1533,351
2388,1533,351
2389,1533,351
2389,1534,351
2389,1535,351
2390,1535,351
2390,1536,351
2390,1537,351
2391,1537,351
2392,1537,351
2393,1537,351
2393,1538,351
2393,1539,351
2394,1539,351
2394,1540,351
2395,1540,351
2395,1541,351
2396,1541,351
2396,1542,351
2397,1542,351
2397,1543,351
2398,1543,351
2399,1543,351
2400,1543,351
2400,1544,351
2401,1544,351
2401,1545,351
2401,1545,352
2401,1546,352
2402,1546,352
2402,1547,352
2403,1547,352
2404,1547,352
2404,1548,352
2405,1548,352
2405,1549,352
2405,1550,352
2405,1550,353
2405,1551,353
2406,1551,353
2407,1551,353
2408,1551,353
2408,1552,353
2408,1553,353
2408,1553,354
2408,1554,354
2409,1554,354
2409,1555,354
2410,1555,354
2411,1555,354
2412,1555,354
2412,1556,354
2412,1557,354
2412,1557,355
2412,1558,355
2413,1558,355
2413,1559,355
2413,1560,355
2414,1560,355
2414,1561,355
2414,1562,355
2414,1563,355
2414,1564,355
2414,1565,355
2415,1565,355
2415,1566,355
2416,1566,355
2416,1567,355
2416,1568,355
2416,1569,355
2416,1570,355
2417,1570,355
2418,1570,355
2418,1570,356
2418,1571,356
2418,1572,356
2418,1573,356
2419,1573,356
2419,1574,356
2420,1574,356
2420,1574,357
2421,1574,357
2421,1575,357
2421,1576,357
2421,1577,357
2422,1577,357
2423,1577,357
2423,1578,357
2423,1579,357
2424,1579,357
2425,1579,357
2426,1579,357
2427,1579,357
2428,1579,357
2429,1579,357
2429,1579,358
2430,1579,358
2431,1579,358
2432,1579,358
2433,1579,358
2434,1579,358
2435,1579,358
2435,1580,358
2436,1580,358
2436,1581,358
2437,1581,358
2438,1581,358
2439,1581,358
2440,1581,358
2440,1582,358
2441,1582,358
2441,1583,358
2441,1584,358
2442,1584,358
2443,1584,358
2443,1584,359
2443,1585,359
2444,1585,359
2445,1585,359
2445,1586,359
2446,1586,359
2447,1586,359
2448,1586,359
2448,1587,359
2448,1588,359
2449,1588,359
2449,1589,359
2449,1590,359
2450,1590,359
2451,1590,359
2452,1590,359
2453,1590,359
2454,1590,359
2454,1591,359
2454,1592,359
2455,1592,359
2455,1593,359
2456,1593,359
2456,1594,359
2456,1594,360
2456,1595,360
2457,1595,360
2458,1595,360
2458,1596,360
2459,1596,360
2460,1596,360
2461,1596,360
2461,1597,360
2462,1597,360
2462,1598,360
2463,1598,360
2463,1599,360
2464,1599,360
2464,1600,360
2465,1600,360
2466,1600,360
2467,1600,360
2468,1600,360
2468,1601,360
2468,1602,360
2468,1603,360
2468,1604,360
2468,1605,360
2469,1605,360
2470,1605,360
2471,1605,360
2472,1605,360
2473,1605,360
2473,1606,360
2473,1607,360
2473,1607,361
2474,1607,361
2475,1607,361
2475,1608,361
2475,1609,361
2475,1610,361
2476,1610,361
2476,1611,361
2477,1611,361
2478,1611,361
2479,1611,361
2480,1611,361
2480,1612,361
2480,1613,361
2480,1614,361
2480,1615,361
2481,1615,361
2482,1615,361
2483,1615,361
2483,1616,361
2484,1616,361
2485,1616,361
2486,1616,361
2486,1617,361
2487,1617,361
2487,1618,361
2488,1618,361
2488,1619,361
2488,1620,361
2489,1620,361
2490,1620,361
2491,1620,361
2491,1621,361
2492,1621,361
2492,1622,361
2493,1622,361
2494,1622,361
2494,1623,361
2494,1624,361
2495,1624,361
2496,1624,361
2497,1624,361
2498,1624,361
2498,1625,361
2498,1626,361
2498,1627,361
2498,1628,361
2499,1628,361
2499,1629,361
2500,1629,361
2500,1630,361
2501,1630,361
2502,1630,361
2502,1631,361
2503,1631,361
2504,1631,361
2504,1632,361
2504,1633,361
2505,1633,361
2505,1634,361
2506,1634,361
2507,1634,361
2508,1634,361
2508,1635,361
2509,1635,361
2509,1636,361
2510,1636,361
2510,1637,361
2511,1637,361
2512,1637,361
2513,1637,361
2514,1637,361
2514,1637,362
2514,1638,362
2514,1639,362
2514,1640,362
2514,1640,363
2514,1641,363
2514,1642,363
2515,1642,363
2516,1642,363
2517,1642,363
2518,1642,363
2518,1643,363
2519,1643,363
2520,1643,363
2521,1643,363
2522,1643,363
2523,1643,363
2523,1644,363
2524,1644,363
2524,1645,363
2524,1646,363
2525,1646,363
2525,1646,364
2526,1646,364
2526,1647,364
2527,1647,364
2527,1648,364
2528,1648,364
2529,1648,364
2529,1649,364
2530,1649,364
2530,1650,364
2531,1650,364
2532,1650,364
2532,1651,364
2533,1651,364
2533,1652,364
2534,1652,364
2534,1653,364
2535,1653,364
2536,1653,364
2536,1654,364
2536,1654,365
2536,1655,365
2536,1656,365
2537,1656,365
2537,1657,365
2538,1657,365
2539,1657,365
2540,1657,365
2540,1658,365
2540,1659,365
2540,1660,365
2541,1660,365
2541,1661,365
2542,1661,365
2543,1661,365
2544,1661,365
2545,1661,365
2545,1662,365
2546,1662,365
2547,1662,365
2548,1662,365
2549,1662,365
2550,1662,365
2550,1663,365
2551,1663,365
2551,1664,365
2552,1664,365
2552,1665,365
2552,1666,365
2552,1667,365
2552,1668,365
2553,1668,365
2554,1668,365
2554,1669,365
2555,1669,365
2555,1670,365
2556,1670,365
2557,1670,365
2558,1670,365
2558,1671,365
2559,1671,365
2559,1672,365
2560,1672,365
2561,1672,365
2562,1672,365
2563,1672,365
2563,1673,365
2563,1674,365
2564,1674,365
2565,1674,365
2566,1674,365
2566,1675,365
2567,1675,365
2568,1675,365
2569,1675,365
2569,1676,365
2570,1676,365
2570,1677,365
2571,1677,365
2572,1677,365
2572,1678,365
2572,1679,365
2572,1680,365
2573,1680,365
2574,1680,365
2574,1681,365
2575,1681,365
2575,1682,365
2576,1682,365
2576,1683,365
2576,1684,365
2576,1684,366
2577,1684,366
2577,1685,366
2578,1685,366
2579,1685,366
2579,1686,366
2579,1687,366
2580,1687,366
2581,1687,366
2581,1687,367
2582,1687,367
2582,1688,367
2582,1688,368
2582,1688,369
2583,1688,369
2584,1688,369
2585,1688,369
2586,1688,369
2586,1689,369
2586,1689,370
2586,1690,370
2586,1691,370
2587,1691,370
2588,1691,370
2589,1691,370
2589,1692,370
2589,1693,370
2589,1693,371
2589,1694,371
2590,1694,371
2591,1694,371
2591,1695,371
2591,1696,371
2591,1697,371
2592,1697,371
2593,1697,371
2593,1698,371
2594,1698,371
2594,1699,371
2594,1700,371
2595,1700,371
2596,1700,371
2597,1700,371
2597,1701,371
2598,1701,371
2599,1701,371
2600,1701,371
2601,1701,371
2601,1702,371
2602,1702,371
2602,1703,371
2603,1703,371
2604,1703,371
2604,1704,371
2604,1705,371
2604,1706,371
2604,1707,371
2604,1708,371
2605,1708,371
2605,1709,371
2605,1710,371
2605,1711,371
2605,1712,371
2605,1713,371
2606,1713,371
2607,1713,371
2607,1713,372
2607,1714,372
2607,1715,372
2607,1716,372
2608,1716,372
2609,1716,372
2609,1717,372
2609,1718,372
2609,1719,372
2609,1720,372
2609,1721,372
2609,1722,372
2609,1723,372
2610,1723,372
2610,1724,372
2611,1724,372
2612,1724,372
2613,1724,372
2614,1724,372
2614,1725,372
2614,1726,372
2615,1726,372
2615,1727,372
2616,1727,372
2616,1728,372
2616,1729,372
2616,1730,372
2616,1731,372
2616,1732,372
2617,1732,372
2618,1732,372
2618,1733,372
2619,1733,372
2619,1734,372
2619,1735,372
2619,1736,372
2620,1736,372
2621,1736,372
2621,1737,372
2621,1738,372
2622,1738,372
2623,1738,372
2623,1739,372
2623,1740,372
2623,1741,372
2624,1741,372
2625,1741,372
2626,1741,372
2627,1741,372
2628,1741,372
2628,1742,372
2628,1743,372
2628,1744,372
2629,1744,372
2629,1745,372
2629,1746,372
2629,1747,372
2630,1747,372
2631,1747,372
2631,1748,372
2631,1749,372
2631,1750,372
2632,1750,372
2632,1751,372
2632,1752,372
2632,1753,372
2633,1753,372
2634,1753,372
2634,1754,372
2634,1755,372
2634,1756,372
2634,1757,372
2635,1757,372
2636,1757,372
2636,1758,372
2636,1759,372
2636,1760,372
2636,1761,372
2637,1761,372
2638,1761,372
2639,1761,372
2640,1761,372
2640,1762,372
2641,1762,372
2641,1763,372
2642,1763,372
2643,1763,372
2644,1763,372
2644,1764,372
2645,1764,372
2646,1764,372
2647,1764,372
2648,1764,372
2648,1765,372
2649,1765,372
2649,1766,372
2650,1766,372
2650,1767,372
2650,1768,372
2651,1768,372
2652,1768,372
2653,1768,372
2654,1768,372
2654,1769,372
2655,1769,372
2655,1770,372
2656,1770,372
2657,1770,372
2657,1771,372
2657,1772,372
2658,1772,372
2659,1772,372
2659,1773,372
2659,1774,372
2660,1774,372
2660,1775,372
2661,1775,372
2661,1776,372
2662,1776,372
2663,1776,372
2663,1777,372
2664,1777,372
2664,1778,372
2664,1779,372
2665,1779,372
2666,1779,372
2667,1779,372
2667,1780,372
2668,1780,372
2669,1780,372
2669,1781,372
2670,1781,372
2671,1781,372
2672,1781,372
2673,1781,372
2673,1782,372
2673,1783,372
2673,1784,372
2673,1785,372
2674,1785,372
2675,1785,372
2676,1785,372
2676,1786,372
2677,1786,372
2678,1786,372
2678,1787,372
2678,1788,372
2679,1788,372
2679,1789,372
2680,1789,372
2680,1789,373
2680,1790,373
2680,1791,373
2681,1791,373
2682,1791,373
2683,1791,373
2683,1792,373
2684,1792,373
2685,1792,373
2686,1792,373
2686,1793,373
2686,1794,373
2687,1794,373
2688,1794,373
2688,1795,373
2689,1795,373
2689,1795,374
2690,1795,374
2690,1796,374
2690,1797,374
2691,1797,374
2692,1797,374
2692,1798,374
2693,1798,374
2694,1798,374
2694,1799,374
2694,1800,374
2695,1800,374
2695,1800,375
2696,1800,375
2697,1800,375
2698,1800,375
2698,1801,375
2698,1802,375
2699,1802,375
2700,1802,375
2701,1802,375
2702,1802,375
2703,1802,375
2704,1802,375
2704,1803,375
2705,1803,375
2705,1804,375
2705,1805,375
2706,1805,375
2706,1806,375
2706,1807,375
2706,1808,375
2707,1808,375
2708,1808,375
2708,1809,375
2709,1809,375
2709,1810,375
2709,1811,375
2710,1811,375
2710,1812,375
2711,1812,375
2711,1813,375
2712,1813,375
2713,1813,375
2714,1813,375
2715,1813,375
2715,1814,375
2716,1814,375
2716,1815,375
2717,1815,375
2717,1816,375
2718,1816,375
2718,1817,375
2719,1817,375
2720,1817,375
2720,1818,375
2721,1818,375
2721,1819,375
2721,1820,375
2722,1820,375
2723,1820,375
2723,1821,375
2724,1821,375
2724,1822,375
2725,1822,375
2726,1822,375
2726,1823,375
2726,1824,375
2727,1824,375
2727,1825,375
2728,1825,375
2728,1826,375
2729,1826,375
2730,1826,375
2731,1826,375
2731,1827,375
2732,1827,375
2732,1828,375
2733,1828,375
2734,1828,375
2735,1828,375
2735,1829,375
2735,1830,375
2735,1831,375
2735,1831,376
2736,1831,376
2737,1831,376
2738,1831,376
2739,1831,376
2739,1832,376
2740,1832,376
2741,1832,376
2741,1833,376
2741,1834,376
2742,1834,376
2743,1834,376
2743,1835,376
2743,1836,376
2744,1836,376
2745,1836,376
2746,1836,376
2746,1837,376
2746,1838,376
2747,1838,376
2747,1838,377
2747,1839,377
2748,1839,377
2749,1839,377
2749,1840,377
2750,1840,377
2750,1841,377
2750,1841,378
2750,1841,379
2750,1842,379
2750,1843,379
2750,1844,379
2751,1844,379
2751,1845,379
2751,1846,379
2752,1846,379
2752,1847,379
2753,1847,379
2754,1847,379
2755,1847,379
2756,1847,379
2756,1848,379
2757,1848,379
2758,1848,379
2758,1849,379
2758,1850,379
2758,1851,379
2758,1852,379
2759,1852,379
2760,1852,379
2760,1853,379
2761,1853,379
2762,1853,379
2762,1853,380
2762,1854,380
2762,1855,380
2762,1855,381
2763,1855,381
2763,1856,381
2763,1857,381
2763,1858,381
2764,1858,381
2765,1858,381
2766,1858,381
2767,1858,381
2767,1859,381
2767,1860,381
2768,1860,381
2769,1860,381
2770,1860,381
2770,1861,381
2770,1862,381
2771,1862,381
2771,1863,381
2772,1863,381
2773,1863,381
2773,1864,381
2773,1865,381
2773,1866,381
2774,1866,381
2775,1866,381
2775,1867,381
2775,1868,381
2775,1869,381
2776,1869,381
2777,1869,381
2778,1869,381
2778,1870,381
2779,1870,381
2780,1870,381
2781,1870,381
2782,1870,381
2782,1871,381
2783,1871,381
2784,1871,381
2784,1872,381
2785,1872,381
2785,1873,381
2786,1873,381
2787,1873,381
2788,1873,381
2788,1874,381
2789,1874,381
2790,1874,381
2791,1874,381
2791,1875,381
2792,1875,381
2792,1876,381
2793,1876,381
2794,1876,381
2794,1876,382
2794,1877,382
2794,1878,382
2795,1878,382
2796,1878,382
2797,1878,382
2797,1879,382
2797,1880,382
2798,1880,382
2799,1880,382
2800,1880,382
2800,1881,382
2800,1882,382
2800,1883,382
2801,1883,382
2802,1883,382
2803,1883,382
2803,1884,382
2804,1884,382
2805,1884,382
2805,1885,382
2805,1886,382
2806,1886,382
2807,1886,382
2807,1887,382
2807,1888,382
2808,1888,382
2808,1889,382
2808,1890,382
2809,1890,382
2810,1890,382
2811,1890,382
2812,1890,382
2813,1890,382
2813,1891,382
2814,1891,382
2814,1892,382
2815,1892,382
2815,1893,382
2816,1893,382
2817,1893,382
2817,1894,382
2817,1895,382
2818,1895,382
2819,1895,382
2819,1896,382
2820,1896,382
2821,1896,382
2822,1896,382
2823,1896,382
2823,1897,382
2823,1898,382
2823,1899,382
2823,1900,382
2824,1900,382
2825,1900,382
2826,1900,382
2827,1900,382
2828,1900,382
2828,1901,382
2828,1901,383
2829,1901,383
2830,1901,383
2831,1901,383
2831,1902,383
2831,1903,383
2832,1903,383
2833,1903,383
2833,1904,383
2834,1904,383
2834,1905,383
2834,1906,383
2835,1906,383
2835,1907,383
2836,1907,383
2837,1907,383
2837,1908,383
2837,1909,383
2838,1909,383
2839,1909,383
2840,1909,383
2841,1909,383
2842,1909,383
2843,1909,383
2844,1909,383
2844,1910,383
2845,1910,383
2845,1911,383
2845,1911,384
2845,1912,384
2845,1912,385
2845,1913,385
2846,1913,385
2847,1913,385
2847,1914,385
2847,1915,385
2847,1916,385
2848,1916,385
2848,1917,385
2848,1918,385
2848,1919,385
2849,1919,385
2850,1919,385
2850,1920,385
2850,1921,385
2850,1922,385
2851,1922,385
2851,1923,385
2852,1923,385
2852,1924,385
2853,1924,385
2854,1924,385
2854,1925,385
2854,1926,385
2854,1927,385
2855,1927,385
2856,1927,385
2857,1927,385
2857,1928,385
2857,1929,385
2857,1930,385
2857,1930,386
2858,1930,386
2859,1930,386
2860,1930,386
2861,1930,386
2862,1930,386
2862,1931,386
2863,1931,386
2864,1931,386
2864,1932,386
2865,1932,386
2866,1932,386
2867,1932,386
2867,1933,386
2867,1934,386
2868,1934,386
2868,1935,386
2869,1935,386
2870,1935,386
2870,1936,386
2871,1936,386
2872,1936,386
2872,1937,386
2873,1937,386
2874,1937,386
2874,1938,386
2875,1938,386
2875,1939,386
2875,1940,386
2876,1940,386
2877,1940,386
2877,1941,386
2878,1941,386
2878,1942,386
2879,1942,386
2879,1943,386
2879,1943,387
2880,1943,387
2881,1943,387
2882,1943,387
2883,1943,387
2884,1943,387
2885,1943,387
2885,1944,387
2886,1944,387
2886,1945,387
2886,1945,388
2887,1945,388
2887,1946,388
2888,1946,388
2888,1947,388
2888,1948,388
2889,1948,388
2889,1949,388
2889,1950,388
2890,1950,388
2890,1951,388
2890,1952,388
2891,1952,388
2891,1953,388
2891,1954,388
2892,1954,388
2893,1954,388
2894,1954,388
2894,1955,388
2894,1956,388
2895,1956,388
2895,1957,388
2896,1957,388
2896,1958,388
2897,1958,388
2898,1958,388
2898,1959,388
2899,1959,388
2899,1960,388
2900,1960,388
2901,1960,388
2902,1960,388
2902,1961,388
2903,1961,388
2903,1962,388
2903,1963,388
2903,1964,388
2903,1964,389
2904,1964,389
2905,1964,389
2906,1964,389
2906,1965,389
2907,1965,389
2908,1965,389
2909,1965,389
2910,1965,389
2910,1966,389
2910,1967,389
2910,1968,389
2911,1968,389
2912,1968,389
2912,1969,389
2913,1969,389
2913,1970,389
2913,1971,389
2914,1971,389
2914,1972,389
2915,1972,389
2915,1973,389
2916,1973,389
2917,1973,389
2918,1973,389
2919,1973,389
2920,1973,389
2921,1973,389
2921,1974,389
2921,1975,389
2921,1976,389
2922,1976,389
2923,1976,389
2923,1977,389
2923,1978,389
2923,1979,389
2924,1979,389
2924,1980,389
2924,1981,389
2925,1981,389
2926,1981,389
2926,1982,389
2926,1983,389
2927,1983,389
2927,1983,390
2927,1984,390
2928,1984,390
2929,1984,390
2930,1984,390
2930,1985,390
2931,1985,390
2932,1985,390
2932,1986,390
2932,1986,391
2932,1987,391
2932,1988,391
2933,1988,391
2933,1988,392
2933,1989,392
2933,1990,392
2934,1990,392
2934,1991,392
2935,1991,392
2935,1992,392
2936,1992,392
2937,1992,392
2937,1993,392
2938,1993,392
2938,1994,392
2938,1995,392
2938,1995,393
2938,1995,394
2939,1995,394
2940,1995,394
2940,1995,395
2941,1995,395
2941,1995,396
2942,1995,396
2943,1995,396
2944,1995,396
2944,1996,396
2944,1997,396
2945,1997,396
2945,1998,396
2946,1998,396
2947,1998,396
2948,1998,396
2949,1998,396
2949,1998,397
2949,1999,397
2949,2000,397
2949,2000,398
2949,2001,398
2950,2001,398
2950,2002,398
2950,2002,399
2950,2003,399
2951,2003,399
2952,2003,399
2952,2004,399
2953,2004,399
2953,2005,399
2953,2006,399
2954,2006,399
2954,2007,399
2955,2007,399
2956,2007,399
2957,2007,399
2958,2007,399
2958,2007,400
2958,2008,400
2958,2008,401
2959,2008,401
2959,2009,401
2959,2010,401
2959,2011,401
2959,2012,401
2960,2012,401
2961,2012,401
2961,2013,401
2962,2013,401
2962,2014,401
2963,2014,401
2964,2014,401
2965,2014,401
2965,2015,401
2966,2015,401
2967,2015,401
2968,2015,401
2968,2016,401
2969,2016,401
2969,2017,401
2969,2018,401
2970,2018,401
2971,2018,401
2972,2018,401
2973,2018,401
2974,2018,401
2975,2018,401
2975,2018,402
2975,2019,402
2976,2019,402
2977,2019,402
2977,2019,403
2978,2019,403
2979,2019,403
2979,2019,404
2979,2020,404
2979,2021,404
2980,2021,404
2980,2022,404
2980,2022,405
2981,2022,405
2982,2022,405
2983,2022,405
2984,2022,405
2985,2022,405
2986,2022,405
2987,2022,405
2988,2022,405
2988,2023,405
2989,2023,405
2990,2023,405
2991,2023,405
2992,2023,405
2992,2023,406
2992,2024,406
2993,2024,406
2993,2025,406
2993,2026,406
2993,2027,406
2994,2027,406
2994,2028,406
2994,2029,406
2995,2029,406
2995,2030,406
2995,2031,406
2995,2032,406
2995,2033,406
2995,2033,407
2996,2033,407
2996,2034,407
2996,2035,407
2996,2036,407
2996,2037,407
2996,2038,407
2996,2039,407
2997,2039,407
2998,2039,407
2999,2039,407
3000,2039,407
3001,2039,407
3002,2039,407
3002,2040,407
3003,2040,407
3004,2040,407
3005,2040,407
3005,2041,407
3006,2041,407
3006,2042,407
3006,2043,407
3006,2044,407
3007,2044,407
3007,2045,407
3007,2045,408
3007,2046,408
3007,2047,408
3008,2047,408
3008,2048,408
3008,2049,408
3008,2050,408
3008,2051,408
3008,2052,408
3009,2052,408
3009,2053,408
3010,2053,408
3011,2053,408
3011,2054,408
3011,2055,408
3012,2055,408
3012,2055,409
3012,2056,409
3013,2056,409
3014,2056,409
3014,2057,409
3014,2058,409
3014,2059,409
3014,2060,409
3014,2061,409
3014,2061,410
3014,2062,410
3014,2062,411
3014,2063,411
3014,2063,412
3014,2064,412
3015,2064,412
3015,2065,412
3015,2066,412
3015,2066,413
3015,2066,414
3015,2067,414
3015,2067,415
3015,2068,415
3016,2068,415
3016,2068,416
3017,2068,416
3017,2069,416
3017,2070,416
3018,2070,416
3019,2070,416
3019,2070,417
3019,2071,417
3020,2071,417
3021,2071,417
3021,2072,417
3022,2072,417
3023,2072,417
3024,2072,417
3025,2072,417
3026,2072,417
3027,2072,417
3027,2072,418
3028,2072,418
3028,2073,418
3028,2074,418
3029,2074,418
3029,2075,418
3029,2076,418
3030,2076,418
3031,2076,418
3032,2076,418
3033,2076,418
3033,2077,418
3034,2077,418
3035,2077,418
3035,2078,418
3035,2079,418
3036,2079,418
3037,2079,418
3038,2079,418
3038,2080,418
3038,2081,418
3039,2081,418
3039,2082,418
3040,2082,418
3040,2083,418
3041,2083,418
3041,2084,418
3042,2084,418
3043,2084,418
3044,2084,418
3045,2084,418
3045,2085,418
3046,2085,418
3046,2086,418
3047,2086,418
3048,2086,418
3049,2086,418
3050,2086,418
3050,2087,418
3051,2087,418
3051,2088,418
3052,2088,418
3052,2089,418
3052,2090,418
3053,2090,418
3054,2090,418
3054,2091,418
3054,2091,419
3055,2091,419
3056,2091,419
3056,2092,419
3056,2093,419
3056,2094,419
3057,2094,419
3057,2095,419
3058,2095,419
3059,2095,419
3059,2096,419
3059,2097,419
3060,2097,419
3061,2097,419
3062,2097,419
3062,2098,419
3062,2099,419
3062,2100,419
3063,2100,419
3063,2101,419
3064,2101,419
3065,2101,419
3066,2101,419
3067,2101,419
3067,2102,419
3068,2102,419
3069,2102,419
3070,2102,419
3071,2102,419
3071,2103,419
3071,2104,419
3072,2104,419
3072,2105,419
3072,2106,419
3073,2106,419
3073,2107,419
3073,2108,419
3074,2108,419
3075,2108,419
3075,2109,419
3076,2109,419
3077,2109,419
3078,2109,419
3079,2109,419
3079,2110,419
3079,2111,419
3079,2112,419
3079,2113,419
3079,2114,419
3079,2114,420
3079,2114,421
3080,2114,421
3080,2115,421
3080,2116,421
3080,2116,422
3081,2116,422
3082,2116,422
3083,2116,422
3084,2116,422
3084,2117,422
3084,2118,422
3085,2118,422
3085,2119,422
3085,2120,422
3085,2121,422
3085,2122,422
3086,2122,422
3086,2123,422
3086,2124,422
3087,2124,422
3088,2124,422
3088,2125,422
3088,2126,422
3089,2126,422
3089,2127,422
3089,2128,422
3090,2128,422
3090,2129,422
3090,2129,423
3090,2130,423
3091,2130,423
3092,2130,423
3093,2130,423
3093,2131,423
3094,2131,423
3094,2132,423
3095,2132,423
3095,2133,423
3096,2133,423
3097,2133,423
3097,2134,423
3097,2135,423
3097,2136,423
3097,2137,423
3097,2137,424
3097,2138,424
3097,2139,424
3097,2140,424
3098,2140,424
3099,2140,424
3100,2140,424
3100,2141,424
3100,2142,424
3101,2142,424
3102,2142,424
3102,2142,425
3102,2143,425
3102,2144,425
3102,2145,425
3103,2145,425
3103,2146,425
3103,2147,425
3104,2147,425
3105,2147,425
3106,2147,425
3106,2148,425
3106,2149,425
3106,2150,425
3106,2151,425
3106,2152,425
3107,2152,425
3108,2152,425
3108,2153,425
3109,2153,425
3110,2153,425
3110,2154,425
3111,2154,425
3112,2154,425
3113,2154,425
3113,2155,425
3113,2156,425
3114,2156,425
3115,2156,425
3116,2156,425
3117,2156,425
3117,2157,425
3118,2157,425
3118,2158,425
3118,2159,425
3118,2159,426
3118,2160,426
3119,2160,426
3120,2160,426
3121,2160,426
3122,2160,426
3122,2161,426
3123,2161,426
3124,2161,426
3125,2161,426
3125,2162,426
3126,2162,426
3127,2162,426
3128,2162,426
3129,2162,426
3129,2163,426
3130,2163,426
3130,2164,426
3130,2165,426
3131,2165,426
3132,2165,426
3133,2165,426
3134,2165,426
3135,2165,426
3135,2165,427
3135,2166,427
3136,2166,427
3137,2166,427
3138,2166,427
3138,2167,427
3139,2167,427
3140,2167,427
3140,2167,428
3140,2168,428
3141,2168,428
3142,2168,428
3142,2169,428
3142,2170,428
3143,2170,428
3143,2171,428
3143,2172,428
3144,2172,428
3144,2173,428
3145,2173,428
3146,2173,428
3147,2173,428
3148,2173,428
3149,2173,428
3150,2173,428
3150,2174,428
3150,2175,428
3151,2175,428
3152,2175,428
3152,2176,428
3152,2177,428
3153,2177,428
3154,2177,428
3155,2177,428
3156,2177,428
3157,2177,428
3158,2177,428
3158,2178,428
3159,2178,428
3159,2179,428
3159,2180,428
3160,2180,428
3160,2181,428
3160,2182,428
3160,2182,429
3161,2182,429
3162,2182,429
3163,2182,429
3164,2182,429
3164,2183,429
3164,2184,429
3165,2184,429
3166,2184,429
3166,2184,430
3167,2184,430
3167,2185,430
3167,2186,430
3167,2187,430
3167,2188,430
3167,2189,430
3168,2189,430
3168,2190,430
3168,2191,430
3169,2191,430
3170,2191,430
3170,2192,430
3170,2193,430
3171,2193,430
3171,2194,430
3172,2194,430
3172,2195,430
3172,2196,430
3173,2196,430
3173,2197,430
3173,2198,430
3173,2199,430
3174,2199,430
3175,2199,430
3176,2199,430
3177,2199,430
3177,2200,430
3178,2200,430
3178,2201,430
3178,2202,430
3179,2202,430
3179,2203,430
3179,2204,430
3179,2205,430
3180,2205,430
3181,2205,430
3182,2205,430
3183,2205,430
3184,2205,430
3185,2205,430
3185,2206,430
3185,2207,430
3186,2207,430
3187,2207,430
3187,2208,430
3187,2209,430
3187,2210,430
3188,2210,430
3189,2210,430
